Agg_Date,Agg,SPX_Date,SPX
8/8/2013,1803.86,7/11/2013,2975.06
8/9/2013,1804.5,7/12/2013,2984.24
8/12/2013,1802.93,7/15/2013,2988.35
8/13/2013,1794.54,7/16/2013,2977.26
8/14/2013,1794.97,7/17/2013,2985.85
8/15/2013,1790.29,7/18/2013,3001.21
8/16/2013,1783.98,7/19/2013,3006.13
8/19/2013,1779.08,7/22/2013,3012.3
8/20/2013,1784.24,7/23/2013,3006.72
8/21/2013,1780.73,7/24/2013,2995.3
8/22/2013,1777.53,7/25/2013,3003.01
8/23/2013,1784.68,7/26/2013,3005.51
8/26/2013,1787.58,7/29/2013,2994.45
8/27/2013,1793.76,7/30/2013,2995.68
8/28/2013,1788.67,7/31/2013,2995.72
8/29/2013,1792.01,8/1/2013,3033.59
8/30/2013,1792.56,8/2/2013,3038.63
9/3/2013,1785.39,8/5/2013,3034.43
9/4/2013,1781.3,8/6/2013,3017.16
9/5/2013,1772.95,8/7/2013,3006.63
9/6/2013,1777.13,8/8/2013,3019
9/9/2013,1782.45,8/9/2013,3008.79
9/10/2013,1777.49,8/12/2013,3005.42
9/11/2013,1781.22,8/13/2013,3014.43
9/12/2013,1782.13,8/14/2013,2999.42
9/13/2013,1782.81,8/15/2013,2957.08
9/16/2013,1786.16,8/16/2013,2947.46
9/17/2013,1788.02,8/19/2013,2930.27
9/18/2013,1801.31,8/20/2013,2941.58
9/19/2013,1799.03,8/21/2013,2924.73
9/20/2013,1800.23,8/22/2013,2949.96
9/23/2013,1802.23,8/23/2013,2962.06
9/24/2013,1807.71,8/26/2013,2950.13
9/25/2013,1810.67,8/27/2013,2903.29
9/26/2013,1808.12,8/28/2013,2911.83
9/27/2013,1809.9,8/29/2013,2917.96
9/30/2013,1809.53,8/30/2013,2908.96
10/1/2013,1807.66,9/3/2013,2921.23
10/2/2013,1809.5,9/4/2013,2945.62
10/3/2013,1811.1,9/5/2013,2949.27
10/4/2013,1808.5,9/6/2013,2949.8
10/7/2013,1809.75,9/9/2013,2979.45
10/8/2013,1809.22,9/10/2013,3001.36
10/9/2013,1808.57,9/11/2013,3010.94
10/10/2013,1807.75,9/12/2013,3001.62
10/11/2013,1808.78,9/13/2013,3009.79
10/15/2013,1806.55,9/16/2013,3026.94
10/16/2013,1811.41,9/17/2013,3039.75
10/17/2013,1818.62,9/18/2013,3076.81
10/18/2013,1818.79,9/19/2013,3071.61
10/21/2013,1817.34,9/20/2013,3049.47
10/22/2013,1824.57,9/23/2013,3035.09
10/23/2013,1826.54,9/24/2013,3027.52
10/24/2013,1824.07,9/25/2013,3019.31
10/25/2013,1825.69,9/26/2013,3030.41
10/28/2013,1825.58,9/27/2013,3018.24
10/29/2013,1825.65,9/30/2013,3000.18
10/30/2013,1824.77,10/1/2013,3024.38
10/31/2013,1824.16,10/2/2013,3022.95
11/1/2013,1818.96,10/3/2013,2995.81
11/4/2013,1820.75,10/4/2013,3017.05
11/5/2013,1815.73,10/7/2013,2991.39
11/6/2013,1817.45,10/8/2013,2955.41
11/7/2013,1819.84,10/9/2013,2957.4
11/8/2013,1809.57,10/10/2013,3022.43
11/12/2013,1808.25,10/11/2013,3041.43
11/13/2013,1811.95,10/14/2013,3053.84
11/14/2013,1816.37,10/15/2013,3032.27
11/15/2013,1817.19,10/16/2013,3074.54
11/18/2013,1820.97,10/17/2013,3095.42
11/19/2013,1817.99,10/18/2013,3115.77
11/20/2013,1813.2,10/21/2013,3116.09
11/21/2013,1814.16,10/22/2013,3133.98
11/22/2013,1816.13,10/23/2013,3119.2
11/25/2013,1816.9,10/24/2013,3129.41
11/26/2013,1819.94,10/25/2013,3143.16
11/27/2013,1817.19,10/28/2013,3147.36
11/29/2013,1817.33,10/29/2013,3165.11
12/2/2013,1812.75,10/30/2013,3149.93
12/3/2013,1814.21,10/31/2013,3138.09
12/4/2013,1808.88,11/1/2013,3147.21
12/5/2013,1807.91,11/4/2013,3158.47
12/6/2013,1808.18,11/5/2013,3149.96
12/9/2013,1810.71,11/6/2013,3165.13
12/10/2013,1815.87,11/7/2013,3124.12
12/11/2013,1811.99,11/8/2013,3166.11
12/12/2013,1809.39,11/11/2013,3168.41
12/13/2013,1810.73,11/12/2013,3161.1
12/16/2013,1810.75,11/13/2013,3187.64
12/17/2013,1814.15,11/14/2013,3203.65
12/18/2013,1811.6,11/15/2013,3217.2
12/19/2013,1809.23,11/18/2013,3205.46
12/20/2013,1812.62,11/19/2013,3199.51
12/23/2013,1810.76,11/20/2013,3188.04
12/24/2013,1806,11/21/2013,3214.16
12/26/2013,1805.69,11/22/2013,3230.54
12/27/2013,1805.42,11/25/2013,3226.53
12/30/2013,1808.92,11/26/2013,3227.36
12/31/2013,1807.06,11/27/2013,3236.14
1/2/2014,1808.44,11/29/2013,3233.72
1/3/2014,1807.98,12/2/2013,3225.06
1/6/2014,1811.22,12/3/2013,3214.95
1/7/2014,1813.38,12/4/2013,3211.59
1/8/2014,1808.38,12/5/2013,3197.76
1/9/2014,1810.51,12/6/2013,3233.99
1/10/2014,1820.01,12/9/2013,3239.99
1/13/2014,1823.47,12/10/2013,3229.72
1/14/2014,1818.91,12/11/2013,3193.52
1/15/2014,1817.86,12/12/2013,3182.33
1/16/2014,1821.2,12/13/2013,3182.07
1/17/2014,1822.73,12/16/2013,3202.22
1/21/2014,1823.53,12/17/2013,3192.33
1/22/2014,1819.99,12/18/2013,3245.59
1/23/2014,1826.39,12/19/2013,3244.15
1/24/2014,1828.54,12/20/2013,3259.79
1/27/2014,1825.98,12/23/2013,3277.62
1/28/2014,1827.95,12/24/2013,3287.55
1/29/2014,1833.29,12/26/2013,3303.15
1/30/2014,1831.74,12/27/2013,3302.66
1/31/2014,1833.76,12/30/2013,3302.3
2/3/2014,1840.54,12/31/2013,3315.59
2/4/2014,1837.24,1/2/2014,3286.69
2/5/2014,1833.92,1/3/2014,3285.68
2/6/2014,1832.47,1/6/2014,3277.48
2/7/2014,1836.2,1/7/2014,3297.45
2/10/2014,1836.52,1/8/2014,3297.74
2/11/2014,1833.54,1/9/2014,3298.87
2/12/2014,1829.94,1/10/2014,3306.49
2/13/2014,1834.57,1/13/2014,3265.27
2/14/2014,1833.27,1/14/2014,3300.61
2/18/2014,1836.54,1/15/2014,3317.75
2/19/2014,1834.54,1/16/2014,3313.36
2/20/2014,1832.58,1/17/2014,3300.51
2/21/2014,1834.65,1/21/2014,3309.74
2/24/2014,1834.03,1/22/2014,3312.04
2/25/2014,1838.81,1/23/2014,3282.64
2/26/2014,1841.38,1/24/2014,3214.13
2/27/2014,1844.35,1/27/2014,3198.57
2/28/2014,1843.51,1/28/2014,3218.21
3/3/2014,1847.07,1/29/2014,3185.7
3/4/2014,1840.77,1/30/2014,3221.78
3/5/2014,1840.61,1/31/2014,3200.95
3/6/2014,1837.47,2/3/2014,3127.87
3/7/2014,1832.95,2/4/2014,3151.94
3/10/2014,1833.75,2/5/2014,3146.49
3/11/2014,1834.79,2/6/2014,3187.25
3/12/2014,1837.66,2/7/2014,3229.64
3/13/2014,1843.63,2/10/2014,3234.79
3/14/2014,1843.31,2/11/2014,3270.74
3/17/2014,1839.37,2/12/2014,3271.47
3/18/2014,1841.27,2/13/2014,3290.82
3/19/2014,1833.44,2/14/2014,3306.92
3/20/2014,1832.83,2/18/2014,3311.27
3/21/2014,1836.04,2/19/2014,3289.83
3/24/2014,1837.23,2/20/2014,3310.27
3/25/2014,1837.8,2/21/2014,3304.36
3/26/2014,1841.44,2/24/2014,3324.84
3/27/2014,1843.68,2/25/2014,3320.43
3/28/2014,1840.83,2/26/2014,3321.15
3/31/2014,1840.37,2/27/2014,3338.05
4/1/2014,1838.39,2/28/2014,3347.38
4/2/2014,1834.71,3/3/2014,3322.85
4/3/2014,1836.55,3/4/2014,3373.64
4/4/2014,1842.68,3/5/2014,3374.1
4/7/2014,1846.09,3/6/2014,3380.49
4/8/2014,1847.32,3/7/2014,3382.57
4/9/2014,1848.1,3/10/2014,3381.22
4/10/2014,1854,3/11/2014,3364.17
4/11/2014,1854.75,3/12/2014,3366.07
4/14/2014,1853.06,3/13/2014,3327.11
4/15/2014,1853.72,3/14/2014,3317.81
4/16/2014,1852.91,3/17/2014,3349.71
4/17/2014,1847.06,3/18/2014,3373.98
4/21/2014,1847.03,3/19/2014,3353.29
4/22/2014,1847.47,3/20/2014,3373.6
4/23/2014,1851.32,3/21/2014,3363.72
4/24/2014,1851.71,3/24/2014,3347.36
4/25/2014,1853.68,3/25/2014,3362.44
4/28/2014,1853.12,3/26/2014,3339
4/29/2014,1851.4,3/27/2014,3333.23
4/30/2014,1855.9,3/28/2014,3348.83
5/1/2014,1860.07,3/31/2014,3375.51
5/2/2014,1861.06,4/1/2014,3399.51
5/5/2014,1859.67,4/2/2014,3409.8
5/6/2014,1861.58,4/3/2014,3406
5/7/2014,1862.91,4/4/2014,3363.41
5/8/2014,1863.94,4/7/2014,3327.27
5/9/2014,1861.57,4/8/2014,3340.84
5/12/2014,1859.38,4/9/2014,3377.61
5/13/2014,1862.52,4/10/2014,3307.08
5/14/2014,1869.32,4/11/2014,3276.04
5/15/2014,1871.77,4/14/2014,3302.98
5/16/2014,1870.02,4/15/2014,3325.3
5/19/2014,1868.99,4/16/2014,3360.27
5/20/2014,1871.66,4/17/2014,3365
5/21/2014,1869.62,4/21/2014,3377.75
5/22/2014,1868.19,4/22/2014,3391.58
5/23/2014,1870.1,4/23/2014,3384.5
5/27/2014,1872.43,4/24/2014,3390.39
5/28/2014,1879.33,4/25/2014,3362.95
5/29/2014,1877.64,4/28/2014,3374.04
5/30/2014,1877.03,4/29/2014,3390.16
6/2/2014,1871.04,4/30/2014,3400.46
6/3/2014,1866.41,5/1/2014,3400.2
6/4/2014,1865.83,5/2/2014,3395.61
6/5/2014,1868.22,5/5/2014,3402.23
6/6/2014,1867.39,5/6/2014,3371.72
6/9/2014,1866.3,5/7/2014,3392.1
6/10/2014,1864.32,5/8/2014,3388.29
6/11/2014,1864.43,5/9/2014,3394.05
6/12/2014,1869.13,5/12/2014,3427.01
6/13/2014,1867.45,5/13/2014,3429.3
6/16/2014,1868.52,5/14/2014,3413.84
6/17/2014,1863.64,5/15/2014,3382.52
6/18/2014,1866.97,5/16/2014,3395.21
6/19/2014,1867.68,5/19/2014,3408.52
6/20/2014,1868.13,5/20/2014,3386.48
6/23/2014,1868.61,5/21/2014,3414.45
6/24/2014,1871.28,5/22/2014,3422.99
6/25/2014,1873.73,5/23/2014,3437.58
6/26/2014,1876.84,5/27/2014,3458.19
6/27/2014,1876.16,5/28/2014,3454.88
6/30/2014,1878,5/29/2014,3473.86
7/1/2014,1873.83,5/30/2014,3480.29
7/2/2014,1868.48,6/2/2014,3483.14
7/3/2014,1866.31,6/3/2014,3482
7/7/2014,1868.81,6/4/2014,3489.21
7/8/2014,1872.74,6/5/2014,3512.21
7/9/2014,1874.43,6/6/2014,3528.98
7/10/2014,1875.47,6/9/2014,3532.47
7/11/2014,1877,6/10/2014,3531.62
7/14/2014,1874.46,6/11/2014,3519.52
7/15/2014,1873.84,6/12/2014,3495.57
7/16/2014,1874.15,6/13/2014,3506.58
7/17/2014,1879.04,6/16/2014,3509.54
7/18/2014,1878.25,6/17/2014,3517.23
7/21/2014,1878.92,6/18/2014,3544.42
7/22/2014,1880.49,6/19/2014,3549.44
7/23/2014,1880.43,6/20/2014,3555.6
7/24/2014,1876.33,6/23/2014,3555.14
7/25/2014,1879.94,6/24/2014,3532.57
7/28/2014,1878.5,6/25/2014,3549.96
7/29/2014,1881.06,6/26/2014,3546.38
7/30/2014,1873.53,6/27/2014,3553.35
7/31/2014,1873.29,6/30/2014,3552.18
8/1/2014,1877.75,7/1/2014,3576.55
8/4/2014,1878.98,7/2/2014,3579.11
8/5/2014,1879.3,7/3/2014,3598.73
8/6/2014,1879.19,7/7/2014,3584.75
8/7/2014,1883.12,7/8/2014,3560.53
8/8/2014,1882.94,7/9/2014,3577.28
8/11/2014,1882.79,7/10/2014,3562.49
8/12/2014,1881.37,7/11/2014,3568.08
8/13/2014,1884.47,7/14/2014,3585.37
8/14/2014,1887.24,7/15/2014,3578.46
8/15/2014,1891.33,7/16/2014,3593.91
8/18/2014,1887.48,7/17/2014,3551.73
8/19/2014,1885.96,7/18/2014,3588.21
8/20/2014,1884.25,7/21/2014,3579.99
8/21/2014,1886.67,7/22/2014,3597.95
8/22/2014,1887.14,7/23/2014,3604.3
8/25/2014,1888.38,7/24/2014,3606.1
8/26/2014,1888.46,7/25/2014,3588.68
8/27/2014,1891.47,7/28/2014,3589.73
8/28/2014,1893.88,7/29/2014,3573.65
8/29/2014,1893.97,7/30/2014,3574.45
9/2/2014,1888.09,7/31/2014,3503.19
9/3/2014,1889.23,8/1/2014,3493.18
9/4/2014,1885.99,8/4/2014,3518.31
9/5/2014,1885.18,8/5/2014,3484.56
9/8/2014,1885.07,8/6/2014,3485.67
9/9/2014,1882.17,8/7/2014,3467.14
9/10/2014,1878.9,8/8/2014,3507.21
9/11/2014,1879.46,8/11/2014,3517.53
9/12/2014,1873.04,8/12/2014,3511.96
9/15/2014,1874.77,8/13/2014,3536.42
9/16/2014,1874.98,8/14/2014,3551.97
9/17/2014,1873.62,8/15/2014,3552.17
9/18/2014,1872.43,8/18/2014,3582.7
9/19/2014,1876.24,8/19/2014,3601.33
9/22/2014,1878.52,8/20/2014,3610.49
9/23/2014,1881.09,8/21/2014,3621.23
9/24/2014,1878.22,8/22/2014,3614.5
9/25/2014,1882.77,8/25/2014,3631.86
9/26/2014,1880.4,8/26/2014,3635.71
9/29/2014,1882.74,8/27/2014,3636.64
9/30/2014,1881.11,8/28/2014,3630.98
10/1/2014,1890.44,8/29/2014,3643.34
10/2/2014,1888.14,9/2/2014,3641.52
10/3/2014,1888.08,9/3/2014,3639.35
10/6/2014,1890.99,9/4/2014,3633.87
10/7/2014,1896.81,9/5/2014,3652.26
10/8/2014,1899.33,9/8/2014,3641.66
10/9/2014,1899.13,9/9/2014,3617.89
10/10/2014,1899.96,9/10/2014,3631.45
10/14/2014,1907.91,9/11/2014,3635.66
10/15/2014,1916.87,9/12/2014,3614.06
10/16/2014,1910.4,9/15/2014,3611.52
10/17/2014,1908.51,9/16/2014,3638.6
10/20/2014,1910.58,9/17/2014,3643.4
10/21/2014,1909.34,9/18/2014,3661.73
10/22/2014,1907.63,9/19/2014,3660.03
10/23/2014,1903.54,9/22/2014,3630.7
10/24/2014,1903.64,9/23/2014,3610.1
10/27/2014,1905.43,9/24/2014,3638.44
10/28/2014,1903.45,9/25/2014,3579.61
10/29/2014,1900.15,9/26/2014,3610.98
10/30/2014,1901.67,9/29/2014,3602.09
10/31/2014,1899.6,9/30/2014,3592.25
11/3/2014,1898.28,10/1/2014,3544.98
11/4/2014,1898.52,10/2/2014,3545.3
11/5/2014,1898.05,10/3/2014,3584.94
11/6/2014,1896.04,10/6/2014,3579.42
11/7/2014,1901.06,10/7/2014,3525.29
11/10/2014,1897.28,10/8/2014,3588.07
11/12/2014,1897.99,10/9/2014,3514.12
11/13/2014,1898.88,10/10/2014,3474.23
11/14/2014,1900.82,10/13/2014,3417.01
11/17/2014,1899.77,10/14/2014,3422.43
11/18/2014,1900.28,10/15/2014,3395.03
11/19/2014,1897.79,10/16/2014,3395.64
11/20/2014,1899.75,10/17/2014,3439.39
11/21/2014,1902.57,10/20/2014,3470.89
11/24/2014,1904.11,10/21/2014,3538.9
11/25/2014,1908.27,10/22/2014,3513.47
11/26/2014,1910,10/23/2014,3556.7
11/28/2014,1913.08,10/24/2014,3581.82
12/1/2014,1910.93,10/27/2014,3576.47
12/2/2014,1905.15,10/28/2014,3619.16
12/3/2014,1905.1,10/29/2014,3614.53
12/4/2014,1907.69,10/30/2014,3637.3
12/5/2014,1902.92,10/31/2014,3679.99
12/8/2014,1907.04,11/3/2014,3679.58
12/9/2014,1908.97,11/4/2014,3669.18
12/10/2014,1912.46,11/5/2014,3691.38
12/11/2014,1911.12,11/6/2014,3706.45
12/12/2014,1916.65,11/7/2014,3708.46
12/15/2014,1913.76,11/10/2014,3720.25
12/16/2014,1915.9,11/11/2014,3722.84
12/17/2014,1911.28,11/12/2014,3721.3
12/18/2014,1908.92,11/13/2014,3723.58
12/19/2014,1911.42,11/14/2014,3724.92
12/22/2014,1913.1,11/17/2014,3727.86
12/23/2014,1905.8,11/18/2014,3747.74
12/24/2014,1906.38,11/19/2014,3742.35
12/26/2014,1907.87,11/20/2014,3749.87
12/29/2014,1911.7,11/21/2014,3770.03
12/30/2014,1913.34,11/24/2014,3780.88
12/31/2014,1914.87,11/25/2014,3776.94
1/2/2015,1919.31,11/26/2014,3788.42
1/5/2015,1925.4,11/28/2014,3778.96
1/6/2015,1931.52,12/1/2014,3753.31
1/7/2015,1931.91,12/2/2014,3777.47
1/8/2015,1927.8,12/3/2014,3792.69
1/9/2015,1931.54,12/4/2014,3788.34
1/12/2015,1936.14,12/5/2014,3794.68
1/13/2015,1937.67,12/8/2014,3767.7
1/14/2015,1941.08,12/9/2014,3766.83
1/15/2015,1945.93,12/10/2014,3705.51
1/16/2015,1940.79,12/11/2014,3723.32
1/20/2015,1942.19,12/12/2014,3663.1
1/21/2015,1938.8,12/15/2014,3639.97
1/22/2015,1937.13,12/16/2014,3609.06
1/23/2015,1943.59,12/17/2014,3682.7
1/26/2015,1942.39,12/18/2014,3771.72
1/27/2015,1943.1,12/19/2014,3788.97
1/28/2015,1951.07,12/22/2014,3803.94
1/29/2015,1948.51,12/23/2014,3810.78
1/30/2015,1955.02,12/24/2014,3810.39
2/2/2015,1955.55,12/26/2014,3823
2/3/2015,1947.34,12/29/2014,3826.95
2/4/2015,1946.46,12/30/2014,3808.69
2/5/2015,1945.44,12/31/2014,3769.44
2/6/2015,1935.38,1/2/2015,3768.68
2/9/2015,1935.22,1/5/2015,3700.03
2/10/2015,1931.74,1/6/2015,3667.14
2/11/2015,1932,1/7/2015,3710.94
2/12/2015,1933.37,1/8/2015,3777.4
2/13/2015,1930.84,1/9/2015,3745.67
2/17/2015,1921.31,1/12/2015,3715.36
2/18/2015,1928.29,1/13/2015,3706.15
2/19/2015,1925.44,1/14/2015,3684.72
2/20/2015,1924.09,1/15/2015,3650.74
2/23/2015,1930.34,1/16/2015,3699.79
2/24/2015,1937.1,1/20/2015,3705.64
2/25/2015,1938.47,1/21/2015,3723.62
2/26/2015,1934.58,1/22/2015,3780.51
2/27/2015,1936.64,1/23/2015,3759.76
3/2/2015,1929.91,1/26/2015,3769.45
3/3/2015,1926.97,1/27/2015,3718.99
3/4/2015,1927.5,1/28/2015,3669.1
3/5/2015,1929.05,1/29/2015,3704.35
3/6/2015,1917.72,1/30/2015,3656.28
3/9/2015,1921.59,2/2/2015,3703.77
3/10/2015,1926.59,2/3/2015,3757.34
3/11/2015,1928.09,2/4/2015,3742.84
3/12/2015,1929.46,2/5/2015,3782.11
3/13/2015,1928,2/6/2015,3770.2
3/16/2015,1928.78,2/9/2015,3754.36
3/17/2015,1931.26,2/10/2015,3794.62
3/18/2015,1941.3,2/11/2015,3795.82
3/19/2015,1939.22,2/12/2015,3833.35
3/20/2015,1943.29,2/13/2015,3849.29
3/23/2015,1944.74,2/17/2015,3856.04
3/24/2015,1948.11,2/18/2015,3855
3/25/2015,1944.65,2/19/2015,3851.53
3/26/2015,1937.23,2/20/2015,3875.6
3/27/2015,1943.39,2/23/2015,3874.46
3/30/2015,1942.62,2/24/2015,3885.27
3/31/2015,1945.63,2/25/2015,3882.95
4/1/2015,1951.56,2/26/2015,3877.85
4/2/2015,1948.32,2/27/2015,3866.42
4/3/2015,1954.21,3/2/2015,3890.32
4/6/2015,1949.24,3/3/2015,3872.71
4/7/2015,1950.82,3/4/2015,3856.51
4/8/2015,1951.44,3/5/2015,3861.29
4/9/2015,1946.07,3/6/2015,3807.04
4/10/2015,1946.45,3/9/2015,3822.42
4/13/2015,1948.46,3/10/2015,3757.83
4/14/2015,1951.46,3/11/2015,3751.2
4/15/2015,1951.67,3/12/2015,3799.43
4/16/2015,1953.08,3/13/2015,3776.44
4/17/2015,1954.95,3/16/2015,3827.62
4/20/2015,1951.12,3/17/2015,3814.91
4/21/2015,1950.36,3/18/2015,3861.39
4/22/2015,1945.36,3/19/2015,3842.62
4/23/2015,1947.65,3/20/2015,3877.26
4/24/2015,1950.27,3/23/2015,3870.49
4/27/2015,1949.92,3/24/2015,3847.05
4/28/2015,1945.11,3/25/2015,3791.13
4/29/2015,1939.82,3/26/2015,3782.21
4/30/2015,1938.65,3/27/2015,3791.9
5/1/2015,1932.34,3/30/2015,3838.65
5/4/2015,1930.5,3/31/2015,3805.27
5/5/2015,1927.11,4/1/2015,3790.66
5/6/2015,1921.99,4/2/2015,3804.14
5/7/2015,1926.75,4/6/2015,3829.31
5/8/2015,1930.66,4/7/2015,3821.49
5/11/2015,1919.93,4/8/2015,3833.2
5/12/2015,1920.98,4/9/2015,3850.29
5/13/2015,1919.49,4/10/2015,3870.31
5/14/2015,1923,4/13/2015,3852.93
5/15/2015,1931.33,4/14/2015,3859.22
5/18/2015,1924.26,4/15/2015,3879.1
5/19/2015,1920.85,4/16/2015,3876.17
5/20/2015,1921.34,4/17/2015,3832.33
5/21/2015,1926.32,4/20/2015,3867.82
5/22/2015,1922.15,4/21/2015,3862.15
5/26/2015,1929.9,4/22/2015,3881.93
5/27/2015,1930.22,4/23/2015,3891.46
5/28/2015,1930.89,4/24/2015,3900.24
5/29/2015,1933.98,4/27/2015,3884.1
6/1/2015,1924.8,4/28/2015,3895.21
6/2/2015,1918.64,4/29/2015,3880.9
6/3/2015,1910.67,4/30/2015,3841.78
6/4/2015,1916.28,5/1/2015,3883.75
6/5/2015,1907.8,5/4/2015,3895.16
6/8/2015,1910.41,5/5/2015,3849.41
6/9/2015,1906.42,5/6/2015,3833.7
6/10/2015,1900.87,5/7/2015,3849.13
6/11/2015,1909.44,5/8/2015,3901.01
6/12/2015,1908.7,5/11/2015,3881.93
6/15/2015,1910.11,5/12/2015,3870.69
6/16/2015,1913.02,5/13/2015,3870.36
6/17/2015,1914.37,5/14/2015,3912.52
6/18/2015,1911.33,5/15/2015,3915.99
6/19/2015,1918.29,5/18/2015,3928.15
6/22/2015,1910.28,5/19/2015,3926.41
6/23/2015,1906.36,5/20/2015,3923.18
6/24/2015,1910.16,5/21/2015,3932.9
6/25/2015,1908.44,5/22/2015,3924.16
6/26/2015,1900.97,5/26/2015,3883.88
6/29/2015,1912.24,5/27/2015,3920.11
6/30/2015,1912.89,5/28/2015,3915.82
7/1/2015,1905.57,5/29/2015,3891.18
7/2/2015,1908.84,6/1/2015,3899.59
7/6/2015,1918.65,6/2/2015,3895.85
7/7/2015,1922.34,6/3/2015,3904.83
7/8/2015,1925.01,6/4/2015,3871.23
7/9/2015,1916.49,6/5/2015,3865.83
7/10/2015,1906.79,6/8/2015,3841.45
7/13/2015,1906.61,6/9/2015,3843.16
7/14/2015,1909.48,6/10/2015,3889.7
7/15/2015,1913.81,6/11/2015,3897.59
7/16/2015,1913.66,6/12/2015,3870.56
7/17/2015,1914.74,6/15/2015,3852.75
7/20/2015,1912.24,6/16/2015,3874.73
7/21/2015,1915.16,6/17/2015,3882.49
7/22/2015,1916.71,6/18/2015,3921.43
7/23/2015,1920.11,6/19/2015,3900.64
7/24/2015,1920,6/22/2015,3924.41
7/27/2015,1922.9,6/23/2015,3927.23
7/28/2015,1921.7,6/24/2015,3898.47
7/29/2015,1919.74,6/25/2015,3887.04
7/30/2015,1920.96,6/26/2015,3886.21
7/31/2015,1926.19,6/29/2015,3805.5
8/3/2015,1930.78,6/30/2015,3815.85
8/4/2015,1924.9,7/1/2015,3843.26
8/5/2015,1920.1,7/2/2015,3842.06
8/6/2015,1923,7/6/2015,3827.35
8/7/2015,1927.35,7/7/2015,3850.66
8/10/2015,1922.38,7/8/2015,3787.67
8/11/2015,1930.92,7/9/2015,3796.26
8/12/2015,1930.58,7/10/2015,3843.1
8/13/2015,1925.41,7/13/2015,3885.97
8/14/2015,1924.64,7/14/2015,3903.31
8/17/2015,1928.71,7/15/2015,3900.5
8/18/2015,1924.94,7/16/2015,3931.85
8/19/2015,1930.96,7/17/2015,3936.22
8/20/2015,1933.73,7/20/2015,3939.35
8/21/2015,1935.92,7/21/2015,3922.7
8/24/2015,1938.83,7/22/2015,3913.75
8/25/2015,1927.04,7/23/2015,3891.79
8/26/2015,1923.97,7/24/2015,3850.15
8/27/2015,1926.17,7/27/2015,3827.93
8/28/2015,1924.58,7/28/2015,3875.37
8/31/2015,1923.42,7/29/2015,3904.21
9/1/2015,1925.13,7/30/2015,3904.64
9/2/2015,1923.09,7/31/2015,3895.8
9/3/2015,1926.28,8/3/2015,3885.07
9/4/2015,1929.86,8/4/2015,3876.44
9/8/2015,1924.73,8/5/2015,3889.99
9/9/2015,1927.57,8/6/2015,3860.92
9/10/2015,1924.28,8/7/2015,3849.96
9/11/2015,1927.61,8/10/2015,3899.36
9/14/2015,1927.8,8/11/2015,3862.81
9/15/2015,1918.23,8/12/2015,3867.37
9/16/2015,1917.21,8/13/2015,3863.03
9/17/2015,1926.62,8/14/2015,3878.16
9/18/2015,1934.26,8/17/2015,3899.1
9/21/2015,1926.41,8/18/2015,3889.6
9/22/2015,1933.77,8/19/2015,3857.74
9/23/2015,1932.32,8/20/2015,3776.36
9/24/2015,1933.78,8/21/2015,3656.67
9/25/2015,1929.59,8/24/2015,3512.65
9/28/2015,1934.72,8/25/2015,3465.19
9/29/2015,1936.71,8/26/2015,3600.73
9/30/2015,1936.43,8/27/2015,3688.6
10/1/2015,1937.67,8/28/2015,3691.3
10/2/2015,1942.76,8/31/2015,3660.75
10/5/2015,1938.2,9/1/2015,3552.65
10/6/2015,1941.08,9/2/2015,3618.25
10/7/2015,1940.33,9/3/2015,3622.66
10/8/2015,1936.25,9/4/2015,3567.41
10/9/2015,1937.49,9/8/2015,3657.32
10/13/2015,1941.21,9/9/2015,3606.8
10/14/2015,1948.19,9/10/2015,3626.14
10/15/2015,1944.43,9/11/2015,3643.54
10/16/2015,1944.74,9/14/2015,3628.87
10/19/2015,1944.64,9/15/2015,3675.48
10/20/2015,1940.97,9/16/2015,3707.62
10/21/2015,1945.17,9/17/2015,3698.74
10/22/2015,1947.13,9/18/2015,3638.99
10/23/2015,1942.97,9/21/2015,3655.64
10/26/2015,1945.84,9/22/2015,3610.7
10/27/2015,1948.21,9/23/2015,3603.49
10/28/2015,1942.15,9/24/2015,3591.37
10/29/2015,1934.59,9/25/2015,3589.71
10/30/2015,1936.76,9/28/2015,3498.61
11/2/2015,1934.63,9/29/2015,3503.13
11/3/2015,1931.73,9/30/2015,3570.17
11/4/2015,1930.3,10/1/2015,3577.47
11/5/2015,1929.33,10/2/2015,3629.04
11/6/2015,1921.29,10/5/2015,3695.61
11/9/2015,1920.36,10/6/2015,3682.33
11/10/2015,1922.35,10/7/2015,3713.36
11/12/2015,1921.67,10/8/2015,3746.12
11/13/2015,1924.94,10/9/2015,3748.96
11/16/2015,1925.51,10/12/2015,3753.73
11/17/2015,1927.25,10/13/2015,3728.48
11/18/2015,1927,10/14/2015,3711.11
11/19/2015,1929.54,10/15/2015,3766.43
11/20/2015,1927.84,10/16/2015,3783.64
11/23/2015,1928.67,10/19/2015,3784.72
11/24/2015,1929.16,10/20/2015,3779.44
11/25/2015,1929.94,10/21/2015,3757.91
11/27/2015,1930.55,10/22/2015,3820.49
11/30/2015,1931.64,10/23/2015,3862.65
12/1/2015,1937.98,10/26/2015,3855.29
12/2/2015,1936.6,10/27/2015,3845.45
12/3/2015,1922.56,10/28/2015,3891.34
12/4/2015,1928.15,10/29/2015,3890.04
12/7/2015,1933.22,10/30/2015,3871.33
